closing_broker,dealteam_portfolio_id_lookup,originator_id_lookup,date,closer,deal_team_portfolio,originator,deal_team,rsa,company,lender_success,type,facility_type,facility_size,lender,invoice_amount,success_fee,lead_source,campaign,partner_introducer,sector,fbx_funding_bay,paid_partner,month,year,quarter,week,deal_count,month_1,close_lead_id
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,14/03/2024,Jack Rowe,,Ned Barker,False,False,Sfs (Aberdeen) Limited,Lender,New Business,Business Loan (unsecured),"£150,000.00",Funding Circle Ltd,"£9,750.00",2.00%,Email Campaign Opens,RLS Other Business Support,,"Construction, Professional & Other Private Services",Funding Bay,False,Mar24,2024.0,Q1,11,True,24-03,lead_sA5zULCgzXUK5swLcEiCtIW8WKqF2qJ3Lmj8ifXrg06
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,14/03/2024,Jack Rowe,,Ned Barker,False,False,Sfs (Aberdeen) Limited,Success,New Business,Business Loan (unsecured),"£150,000.00",Funding Circle Ltd,"£3,000.00",0.00%,Email Campaign Opens,RLS Other Business Support,,"Construction, Professional & Other Private Services",Funding Bay,False,Mar24,2024.0,Q1,11,False,24-03,lead_4zi9r9GJhNbOfcknBZwuyZhBPfus3maDfuIJ2nwHTWw
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_3bgluPL6jYOMRoMG5sLuXmJoQtYsizG4WhAyprcHNXj,14/03/2024,Joseph Babalola,,Craig Damons,False,True,SS WEB TECHNOLOGIES LIMITED,Success,New Business,Business Loan (unsecured),"£32,040.00",Funding Circle Ltd,£962.00,0.00%,PPC,Adwords Recovery Loan May 2021,,IT,Funding Bay,False,Mar24,2024.0,Q1,11,False,24-03,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_3bgluPL6jYOMRoMG5sLuXmJoQtYsizG4WhAyprcHNXj,14/03/2024,Joseph Babalola,,Craig Damons,False,True,SS WEB TECHNOLOGIES LIMITED,Lender,New Business,Business Loan (unsecured),"£32,040.00",Funding Circle Ltd,£768.96,3.00%,PPC,Adwords Recovery Loan May 2021,,IT,Funding Bay,False,Mar24,2024.0,Q1,11,True,24-03,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,user_ggWQzmdc2kPlITTVdoHIQ7DTGyeJwiGHTo4ot9z4bTW,user_UDC41hNFQ9Qezv6ziG31iBoSA5lCWVymzYl4rEYHpxg,17/03/2024,Ned Barker,Xolani Jelemsi,Josh Ringsell,False,True,Bell Ventilation Services Limited,Lender,Existing Business,Asset Finance,"£36,500.00",Moorgate Finance Limited,£177.41,0.00%,Partner Referral,,Robinson & Co. Accountants,"Construction, Professional & Other Private Services",Funding Bay,False,Mar24,2024.0,Q1,12,True,24-03,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,18/03/2024,Jack Rowe,,Jason Du Preez,False,True,KARMA CANS LTD,Lender,New Business,Business Loan (unsecured),"£50,000.00",Funding Circle Ltd,"£3,250.00",3.00%,Outbound Marketing,,,Food and Beverage,Funding Bay,False,Mar24,2024.0,Q1,12,True,24-03,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,18/03/2024,Jack Rowe,,Jason Du Preez,False,True,KARMA CANS LTD,Success,New Business,Business Loan (unsecured),"£50,000.00",Funding Circle Ltd,"£1,500.00",0.00%,Outbound Marketing,,,Food and Beverage,Funding Bay,False,Mar24,2024.0,Q1,12,False,24-03,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_3bgluPL6jYOMRoMG5sLuXmJoQtYsizG4WhAyprcHNXj,18/03/2024,Joseph Babalola,,Craig Damons,False,True,RAINBOW SOFTWARE SOLUTIONS LIMITED,Lender,New Business,Business Loan (unsecured),"£25,000.00",Maxcap,"£1,500.00",0.00%,Inbound Call/Enquiry,,,IT,Funding Bay,False,Mar24,2024.0,Q1,12,True,24-03,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,18/03/2024,Joseph Babalola,,Labeeq Bassardien,False,True,THE FACTORY FIT NESS & DANCE CENTRE LIMITED,Lender,New Business,Business Loan (unsecured),"£10,000.00",Sedulo Funding Solutions Limited,£900.00,0.00%,Email Campaign Inbound Enquiry,RLS 3.0,,Gym / Gym Equipment Wholesaler,Funding Bay,False,Mar24,2024.0,Q1,12,True,24-03,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,18/03/2024,Joseph Babalola,,Jason Du Preez,False,True,WICK & TALLOW BESPOKE LTD,Lender,New Business,Business Loan (unsecured),"£50,000.00",Funding Circle Ltd,"£3,250.00",3.00%,Inbound Call/Enquiry,,,Furniture and Home Furnishings Manufacturing,Funding Bay,False,Mar24,2024.0,Q1,12,True,24-03,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,18/03/2024,Joseph Babalola,,Jason Du Preez,False,True,WICK & TALLOW BESPOKE LTD,Success,New Business,Business Loan (unsecured),"£50,000.00",Funding Circle Ltd,"£1,500.00",0.00%,Inbound Call/Enquiry,,,Furniture and Home Furnishings Manufacturing,Funding Bay,False,Mar24,2024.0,Q1,12,False,24-03,
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,21/03/2024,Mikhail Bolus,,Mikhail Bolus,True,False,Days Motor Group,Lender,Existing Business,RCF,"£2,728,710.00",Triple Point,"£2,728.71",0.10%,Email Campaign Opens,FBX 1st Email July,,Automotive,FBX,False,Mar24,2024.0,Q1,12,True,24-03,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,22/03/2024,Joseph Babalola,,Jilby Botha,False,True,GLIDEOLOGY LIMITED,Lender,New Business,Business Loan (unsecured),"£30,000.00",Sigma Lending,"£2,400.00",3.00%,Email Campaign Inbound Enquiry,All Sales July - RLS 3.0,,Professional and Other Private Services,Funding Bay,True,Mar24,2024.0,Q1,12,True,24-03,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,22/03/2024,Joseph Babalola,,Jilby Botha,False,True,GLIDEOLOGY LIMITED,Success,New Business,Business Loan (unsecured),"£30,000.00",Sigma Lending,£900.00,0.00%,Email Campaign Inbound Enquiry,All Sales July - RLS 3.0,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,12,False,24-03,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,22/03/2024,Jack Rowe,,Labeeq Bassardien,False,True,Track Record Global Limited,Success,New Business,RCF,"£500,000.00",TradePlus24,"£15,000.00",0.00%,Email Campaign Inbound Enquiry,MarketInvoice & MarketFinance - December 2022,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,12,False,24-03,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,22/03/2024,Jack Rowe,,Labeeq Bassardien,False,True,Track Record Global Limited,Lender,New Business,RCF,"£500,000.00",TradePlus24,"£7,500.00",3.00%,Email Campaign Inbound Enquiry,MarketInvoice & MarketFinance - December 2022,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,12,True,24-03,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,user_ggWQzmdc2kPlITTVdoHIQ7DTGyeJwiGHTo4ot9z4bTW,user_UDC41hNFQ9Qezv6ziG31iBoSA5lCWVymzYl4rEYHpxg,25/03/2024,Ned Barker,Xolani Jelemsi,Josh Ringsell,False,True,Bell Ventilation Services Limited,Lender,Existing Business,Asset Finance,"£36,500.00",Moorgate Finance Limited,£650.00,0.00%,Partner Referral,,Robinson & Co. Accountants,"Construction, Professional & Other Private Services",Funding Bay,False,Mar24,2024.0,Q1,13,True,24-03,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,user_ggWQzmdc2kPlITTVdoHIQ7DTGyeJwiGHTo4ot9z4bTW,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,28/03/2024,Joseph Babalola,Xolani Jelemsi,Mikhail Bolus,False,True,PERSONNEL LIMITED,Lender,Existing Business,Business Loan (unsecured),"£75,000.00",Fleximize,"£3,750.00",3.00%,Outbound Marketing,,,Care,Funding Bay,False,Mar24,2024.0,Q1,13,True,24-03,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,user_ggWQzmdc2kPlITTVdoHIQ7DTGyeJwiGHTo4ot9z4bTW,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,28/03/2024,Joseph Babalola,Xolani Jelemsi,Mikhail Bolus,False,True,PERSONNEL LIMITED,Success,Existing Business,Business Loan (unsecured),"£75,000.00",Fleximize,"£1,125.00",0.00%,Outbound Marketing,,,Care,Funding Bay,False,Mar24,2024.0,Q1,13,False,24-03,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,01/04/2024,Ned Barker,,Ned Barker,False,False,Business Bureau,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",C200 Close Invoice Finance Ltd,£290.19,0.00%,Partner Referral,,AF,Information and communication,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/04/2024,Ned Barker,,Mikhail Bolus,False,False,Curated Digital Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Kriya (MarketFinance),£190.00,0.00%,Partner Referral,GapCap Debenture - October 2022,AF,Marketing,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_taRpS18uxHRdohhY9L7BBgRTSBZz1Lm5USGA3Vfrm5T,01/04/2024,Ned Barker,,Tami Wynand,False,False,Solar Productions Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Triver,£400.00,0.00%,Partner Referral,,AF,Film Production,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/04/2024,Charles McAllister,,Mikhail Bolus,True,False,Hythe Marine Services LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,"£1,200.00",0.00%,Client Referral,,LAURENCE SIMONS INTERNATIONAL RECRUITMENT LIMITED,Marine Services,FBX,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/04/2024,Ned Barker,,Mikhail Bolus,False,False,DRTY DRINKS LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£142.63,0.00%,Lender Referral,,Julian Hornby,Food and Beverage,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_YcJT8x99H5lv0lhL71jzHvWq8jyEmdeFuV9OKacqOhl,01/04/2024,Ned Barker,,Christian Crowson,False,False,Rehabstudio LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Accelerated Payments,£345.40,0.00%,Client Referral,,Alex Stewart International,Digital Transformation,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_4AZ3xmRnC3dVmMyr5vD6LmJ8UqwrzbisbovfBPqxfxe,01/04/2024,Ned Barker,,George Holloway,False,False,Fourth Of March Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Reward Finance Group,£288.61,0.00%,Partner Referral,,Acpink Limited,Clothing Manufacturer,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_g4cIntIjrUUXJi4ZrW9ITnqlpXY6tNBL8iu6r9Vxjup,01/04/2024,Ned Barker,,Sam Sandhu,False,False,Car Park Systems Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Ultimate Business Finance Ltd,£131.25,0.00%,Email Campaign Calling Data,Ultimate Invoice Finance March 2021,GC,Ventilation,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,01/04/2024,Ned Barker,,Ned Barker,False,False,CHAPMAN TATE ASSOCIATES LIMITED,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Lloyds Bank Commercial Finance,£264.82,0.00%,Outbound Marketing,Growth Street,,Professional and Other Private Services,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_YcJT8x99H5lv0lhL71jzHvWq8jyEmdeFuV9OKacqOhl,01/04/2024,Ned Barker,,Christian Crowson,False,False,Dmh Interiors Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£786.60,0.00%,Email Campaign Calling Data,Ultimate Invoice Finance March 2021,,"Construction, Professional & Other Private Services",Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_4zZPEe2XIjFC9sXDepOT9spK694w3p98QtqkWljtyIk,01/04/2024,Ned Barker,,Liam Clarke,False,False,Electric Southwest LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£21.24,0.00%,Inbound Call/Enquiry,,,"Construction, Professional & Other Private Services",Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/04/2024,Charles McAllister,,Mikhail Bolus,True,False,Bainbridge International Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",IGF Group,£549.88,0.00%,Email Campaign Inbound Enquiry,Mixed Invoice Finance Debenture - May 2023,,Wholesale and Retail,FBX,False,Apr24,2024.0,Q2,14,True,24-04,
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/04/2024,Charles McAllister,,Mikhail Bolus,True,False,Carte Blanche Greetings Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£865.77,0.00%,Email Campaign Inbound Enquiry,Bibby Debenture - November 2022,,Information and communication,FBX,False,Apr24,2024.0,Q2,14,True,24-04,
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_UDC41hNFQ9Qezv6ziG31iBoSA5lCWVymzYl4rEYHpxg,01/04/2024,Charles McAllister,,Josh Ringsell,True,False,GOLDSMITH PERSONNEL LIMITED,Lender,Recurring Revenue,Receivables Finance,"£500,000.00",C200 Close Invoice Finance Ltd,£691.56,0.00%,Email Campaign Inbound Enquiry,RLS Bulk Email May 22,,Staffing and Recruiting,FBX,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_vmwwxx1Jrn5oABJ6iwIJkSKCiluF1g7KThlf87PErOU,01/04/2024,Ned Barker,,Clayton van Wyk,False,False,JKC (MAINTENANCE) LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Accelerated Payments,£451.00,0.00%,Email Campaign Opens,Skipton Nov 21,,"Construction, Professional & Other Private Services",Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,01/04/2024,Ned Barker,,Labeeq Bassardien,False,False,MARKET INTELLIGENCE INTERNATIONAL LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Accelerated Payments,£73.23,0.00%,Email Campaign Inbound Enquiry,GapCap/GrowthLending,,Professional and Other Private Services,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,01/04/2024,Ned Barker,,Ned Barker,False,False,Nuvola Distribution Services Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",ECapital,£500.95,0.00%,Inbound Call/Enquiry,,,Tech Hardware and Software sales,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,01/04/2024,Ned Barker,,Ned Barker,False,False,PALLET WRAP LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Triver,£83.41,0.00%,Outbound Marketing,,,Manufacturing,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,01/04/2024,Ned Barker,,Jason Du Preez,False,False,Peacocks Medical Group Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",TradePlus24,£145.83,0.00%,Email Campaign Calling Data,Lloyds Invoice Finance - April 2023,,Professional and Other Private Services,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,01/04/2024,Ned Barker,,Jason Du Preez,False,False,Peacocks Medical Group Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",TradePlus24,£145.83,0.00%,Email Campaign Calling Data,Lloyds Invoice Finance - April 2023,,Professional and Other Private Services,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_A0SRByoNah8j6aB4YyU4Vh75uAFeKRdP0bTXT9UZS75,01/04/2024,Ned Barker,,Leighton Damons,False,False,THE JOLLY SAVAGE LIMITED,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",TradePlus24,£116.67,0.00%,Call Campaigns,Growth Street,,Information and communication,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,01/04/2024,Ned Barker,,Labeeq Bassardien,False,False,Track Record Global Limited,Lender,Recurring Revenue,Receivables Finance,"£500,000.00",TradePlus24,£10.37,0.00%,Email Campaign Inbound Enquiry,MarketInvoice & MarketFinance - December 2022,,Professional and Other Private Services,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_AIeXKfEsYMLq8eWXRVZBNYFNe34aqxUwkNPMcuUCzsl,01/04/2024,Ned Barker,,Drew Johnston,False,False,Vision Specialist Contracting Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Lloyds Bank Commercial Finance,£613.06,0.00%,Email Campaign Inbound Enquiry,Bibby Debenture - November 2022,,"Construction, Professional & Other Private Services",Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,02/04/2024,Jack Rowe,,Jack Rowe,False,False,PATCHWORK FLOORING CONTRACTORS LIMITED,Lender,New Business,Business Loan (unsecured),"£100,000.00",Funding Circle Ltd,"£6,500.00",3.00%,Partner Referral,,SL Accountancy Services Ltd,"Construction, Professional & Other Private Services",Funding Bay,True,Apr24,2024.0,Q2,14,True,24-04,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,02/04/2024,Jack Rowe,,Jack Rowe,False,False,PATCHWORK FLOORING CONTRACTORS LIMITED,Success,New Business,Business Loan (unsecured),"£100,000.00",Funding Circle Ltd,"£3,000.00",0.00%,Partner Referral,,SL Accountancy Services Ltd,"Construction, Professional & Other Private Services",Funding Bay,True,Apr24,2024.0,Q2,14,False,24-04,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,03/04/2023,Joseph Babalola,,Mikhail Bolus,False,False,DE-FENCE LANDSCAPING LIMITED,Partner Comms,Partner Comms,Business Loan (unsecured),"£55,000.00",Iwoca Ltd,"-£1,375.00",0.00%,Partner Referral,,EFT Finance,"Construction, Professional & Other Private Services",Funding Bay,False,Apr23,2023.0,Q2,14,False,23-04,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,04/04/2024,Joseph Babalola,,Labeeq Bassardien,False,True,CHRIS WATTAM Logistics and Distribtion,Lender,New Business,Business Loan (unsecured),"£60,965.00",Funding Circle Ltd,"£3,962.72",0.60%,Inbound Call/Enquiry,,,Logistics and Distribtion,Funding Bay,False,Apr24,2024.0,Q2,14,True,24-04,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,04/04/2024,Joseph Babalola,,Labeeq Bassardien,False,True,CHRIS WATTAM Logistics and Distribtion,Success,New Business,Business Loan (unsecured),"£60,965.00",Funding Circle Ltd,£372.00,0.00%,Inbound Call/Enquiry,,,Logistics and Distribtion,Funding Bay,False,Apr24,2024.0,Q2,14,False,24-04,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,user_ggWQzmdc2kPlITTVdoHIQ7DTGyeJwiGHTo4ot9z4bTW,user_rBL8UQGGevKycRcOytxDLXooMuWJd7OLBrjQ4DuC2Nz,08/04/2024,Joseph Babalola,Xolani Jelemsi,Zoen Lawrence,False,True,DULWICH REHAB LTD,Lender,Existing Business,Business Loan (unsecured),"£30,000.00",Merchant Finance London Limited / mycashline.co.uk,£937.50,0.00%,Outbound Marketing,,,Physiotherapy,Funding Bay,False,Apr24,2024.0,Q2,15,True,24-04,
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,user_FsjX6Zv48MAitlOpt9iYttHepCAwTgL7Y58Ryj6QejZ,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,09/04/2024,Mikhail Bolus,Jordan Shrosbree,Mikhail Bolus,True,False,Serenity Welfare Ltd,Lender,New Business,Business Loan (unsecured),"£220,000.00",Funding Circle Ltd,"£13,000.00",3.00%,Partner Referral,,Aldermore Bank,Welfare,FBX,True,Apr24,2024.0,Q2,15,True,24-04,
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,user_FsjX6Zv48MAitlOpt9iYttHepCAwTgL7Y58Ryj6QejZ,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,09/04/2024,Mikhail Bolus,Jordan Shrosbree,Mikhail Bolus,True,False,Serenity Welfare Ltd,Success,New Business,Business Loan (unsecured),"£220,000.00",Funding Circle Ltd,"£6,600.00",0.00%,Partner Referral,,Aldermore Bank,Welfare,FBX,False,Apr24,2024.0,Q2,15,False,24-04,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,user_ggWQzmdc2kPlITTVdoHIQ7DTGyeJwiGHTo4ot9z4bTW,user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,10/04/2024,Joseph Babalola,Xolani Jelemsi,Joseph Babalola,False,True,STERLING STANDARD CARE GROUP LTD.,Lender,Existing Business,Business Loan (unsecured),"£37,000.00",Swiftfund,"£1,480.00",0.00%,Partner Referral,,Oscar Titus Associates Limited,Care,Funding Bay,False,Apr24,2024.0,Q2,15,True,24-04,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,11/04/2024,Ned Barker,,Labeeq Bassardien,False,False,Better Beverage Company Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Satago,"£1,440.00",0.00%,Partner Referral,,AF,Food and Beverage,Funding Bay,False,Apr24,2024.0,Q2,15,True,24-04,
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,user_FsjX6Zv48MAitlOpt9iYttHepCAwTgL7Y58Ryj6QejZ,user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,11/04/2024,Mikhail Bolus,Jordan Shrosbree,Jack Rowe,True,False,Gravitiq LLC,Lender,Existing Business,Business Loan (unsecured),"£750,000.00",Uncapped,"£1,773.41",0.00%,Partner Referral,,Thwaytes Capital Group Ltd,Health and Beauty,FBX,True,Apr24,2024.0,Q2,15,True,24-04,
